samples,mean_incremental_ev,standard_error,confidence_interval_95_low,confidence_interval_95_high,recommended_decision,player_cards_before_hit,pre_hit_total,pre_hit_soft,bust_card,busted_total,dealer_upcard,split_hand,doubled,double_available
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-5-7,16,False,10,26,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-5-7,16,False,8,24,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-6-5,15,False,10,25,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-6-6,16,False,10,26,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-6-6,16,False,6,22,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-8,12,False,10,22,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-8-A,13,False,10,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-9,13,False,9,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-A-10,15,False,8,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-A-7-4,16,False,10,26,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-2-A-A-9,15,False,7,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-10,15,False,10,25,7,True,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-10,15,False,10,25,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-10,15,False,7,22,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-10,15,False,9,24,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-2-4-4,15,False,9,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-2-5,12,False,10,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-2-9,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-2-9,16,False,10,26,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-3-4,12,False,10,22,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-3-5,13,False,9,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-3-6,14,False,10,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-3-6,14,False,10,24,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-3-7,15,False,10,25,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-3-8,16,False,7,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-3-8,16,False,8,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-4-3,12,False,10,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-4-4,13,False,10,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-4-4-3,16,False,10,26,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-4-5,14,False,10,24,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-4-6,15,False,9,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-5-5-A,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-6-2,13,False,10,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-6-2,13,False,10,23,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-6-4,15,False,10,25,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-6-5,16,False,10,26,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-6-5,16,False,6,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-6-A-A,13,False,10,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-7,12,False,10,22,2,True,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-7,12,False,10,22,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-7-2,14,False,9,23,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-7-2,14,False,9,23,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-7-A-3,16,False,6,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-8,13,False,10,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-8,13,False,10,23,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-8,13,False,9,22,7,True,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-8-3,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-8-3,16,False,10,26,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-8-3,16,False,7,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-8-A,14,False,10,24,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-8-A,14,False,8,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-9,14,False,8,22,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-9,14,False,8,22,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-A-10,16,False,6,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-A-6,12,False,10,22,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-A-6-4,16,False,7,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-A-7,13,False,10,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-A-8,14,False,10,24,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-A-8,14,False,10,24,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-3-A-9,15,False,7,22,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-10,16,False,6,22,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-10,16,False,6,22,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-10,16,False,7,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-10,16,False,7,23,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-10,16,False,7,23,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-10,16,False,8,24,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-10,16,False,9,25,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-2-5,13,False,9,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-2-7,15,False,10,25,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-2-7,15,False,9,24,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-2-8,16,False,6,22,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-3-4-3,16,False,9,25,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-3-5,14,False,10,24,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-3-7,16,False,10,26,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-4-3,13,False,10,23,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-4-4,14,False,9,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-4-6,16,False,10,26,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-4-6,16,False,8,24,7,True,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-5-2,13,False,10,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-5-3,14,False,10,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-5-5,16,False,10,26,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-5-5,16,False,10,26,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-6-A,13,False,10,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-7-2,15,False,7,22,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-7-3,16,False,10,26,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-7-3,16,False,6,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-7-A,14,False,10,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-7-A,14,False,10,24,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-8,14,False,10,24,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-8,14,False,10,24,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-8,14,False,8,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-8,14,False,8,22,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-8-2,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-8-A,15,False,7,22,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-9-A,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-A-8,15,False,10,25,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-A-9,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-A-9,16,False,10,26,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-4-A-A-7,15,False,9,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-2-3,12,False,10,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-2-3-2,14,False,9,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-2-3-4,16,False,6,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-2-6,15,False,7,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-2-6,15,False,7,22,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-2-7,16,False,9,25,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-3-3-3,16,False,7,23,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-3-4-2,16,False,6,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-3-6,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-3-6,16,False,9,25,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-4-2,13,False,10,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-4-2,13,False,10,23,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-4-3,14,False,8,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-4-4,15,False,10,25,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-4-A,12,False,10,22,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-4-A-2,14,False,10,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-5,12,False,10,22,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-5-2-2,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-5-A,13,False,10,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-5-A-3,16,False,9,25,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-6,13,False,9,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-7,14,False,10,24,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-7,14,False,8,22,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-7,14,False,9,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-7,14,False,9,23,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-7-2,16,False,7,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-8,15,False,10,25,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-8,15,False,8,23,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-8,15,False,8,23,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-8,15,False,9,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-9,16,False,6,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-9,16,False,8,24,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-9,16,False,9,25,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-9,16,False,9,25,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-5-A-7,15,False,9,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-2-4,14,False,9,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-2-4,14,False,9,23,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-2-5,15,False,10,25,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-2-6,16,False,6,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-2-6,16,False,7,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-3-5,16,False,9,25,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-3-A-4,16,False,10,26,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4,12,False,10,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4,12,False,10,22,3,True,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4,12,False,10,22,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4,12,False,10,22,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4-2,14,False,10,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4-2-2,16,False,10,26,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4-4,16,False,8,24,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4-4,16,False,9,25,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-4-A,13,False,10,23,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-5,13,False,10,23,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-5,13,False,9,22,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-5,13,False,9,22,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-5-2,15,False,10,25,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-5-2,15,False,10,25,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-5-A,14,False,10,24,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-6,14,False,10,24,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-6,14,False,8,22,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-6,14,False,9,23,7,True,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-6-A,15,False,10,25,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-7,15,False,10,25,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-7,15,False,10,25,7,True,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-7,15,False,7,22,10,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-7,15,False,8,23,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-7,15,False,9,24,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-7-A,16,False,10,26,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-8,16,False,10,26,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-8,16,False,7,23,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-8,16,False,7,23,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-6-8,16,False,8,24,8,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-7-2-4,15,False,10,25,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-7-2-5,16,False,10,26,9,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-7-2-5,16,False,10,26,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-7-3,12,False,10,22,A,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-7-3-3,15,False,10,25,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-7-3-4,16,False,10,26,7,False,False,False
1,-0.5,0.0,-0.5,-0.5,uncertain,2-7-3-4,16,False,6,22,10,False,False,False
